doc_id,sentence,adj_lower,noun_token
10661000056,ok you be a good girl.,ok,ROOT
10661000612,I'm sure Erika can wait just a couple minutes.,sure,ROOT
10661100094,you better act nice.,nice,ROOT
10661100894,ok I guess Mommy-'s going to have to go.,ok,ROOT
10661101069,ok you get a -- a bread.,ok,ROOT
10661200048,"if you want some water, Alison@n, it's here, ok?",ok,ROOT
10661200291,clean your hands off.,clean,ROOT
10661200516,"you be careful, honey.",careful,ROOT
10661200617,"Alison@n, that's not nice, hon.",nice,ROOT
10661200670,"no, Alison@, that's mean, honey.",honey,ROOT
10680100237,"I'm sorry, I had to wipe your nose.",sorry,ROOT
10680100293,are we ready to dance?,ready,ROOT
10680100640,mama's baby tired?,tired,ROOT
10680200343,her hair is cute.,cute,ROOT
10680200384,it's right there on -- on the banister.,right,ROOT
10680300384,it's too early for you to go to sleep.,early,ROOT
10680300451,because your chest is wet.,wet,ROOT
10680300491,you feet are hot.,hot,ROOT
10680300548,my baby's smart.,smart,ROOT
10680300725,the baby's hair's icky.,icky,ROOT
10680300737,you ready go to the store?,ready,ROOT
10680300911,you're too early for your nap.,early,ROOT
10680301043,my baby's rough.,rough,ROOT
10680400630,say I'm two years old.,old,ROOT
10680400633,say I'm two years old.,old,ROOT
10680500098,my baby's happy.,happy,ROOT
10680500370,I'm about to put your gym shoes on.,about,ROOT
10680500478,two years old tying your shoe.,old,ROOT
10680500479,my baby's smart.,smart,ROOT
10680501158,you just too dare -- too much of a daredevil.,dare,ROOT
10680600029,careful with your juice.,careful,ROOT
10680600249,"we getting ready to take the doggy out, ok.",ready,ROOT
10680600538,ok we going to watch a movie.,ok,ROOT
10680700466,"oh, my baby's smart.",smart,ROOT
10680700639,"look, you're too tall to be acting like a baby.",tall,ROOT
10680700664,Eyhana too busy sucking her thumb right now.,busy,ROOT
10680700812,her feet -- ooh her feet are cold.,cold,ROOT
10680701386,by this time the peddler was really very very angry.,angry,ROOT
10680701518,my baby's smart.,smart,ROOT
10680800017,your song is on.,on,ROOT
10680800310,her boots are cute.,cute,ROOT
10680800324,it's too early for your nap.,early,ROOT
10680800469,his name's not Bosley?,bosley,ROOT
10680900028,ok got your shoes on?,ok,ROOT
10680900212,because his uh itinerary was in there so I'm going to see what they're really doing.,itinerary,ROOT
10680900391,your body is hot.,hot,ROOT
10681000312,how many -- how many fingers is that?,many,ROOT
10681000552,"when it gets hotter we're going to let you ride your bike, ok?",hotter,ROOT
10681100207,"smart as a whip, I tell you.",smart,ROOT
10681100235,"smart as a whip, I tell you.",smart,ROOT
10681100236,you're as smart as a whip.,smart,ROOT
10681100243,"smart as a whip, I tell you.",smart,ROOT
10681100245,my baby's smart as a whip.,smart,ROOT
10681100258,our car is gone.,gone,ROOT
10681100333,"smart as a whip, I tell you.",smart,ROOT
10681100365,"smart as a whip, I tell you.",smart,ROOT
10681100457,so Peaches@n be five years old this year.,old,ROOT
10720100576,"you're good at closing that, hm?",good,ROOT
10720100629,"boy, you're good at pushing that.",good,ROOT
10720101267,"lean on your door babe, sorry.",lean,ROOT
10720101440,"it's hard to eat with that purple cup in your hand, huh?",hard,ROOT
10720200018,it's yellow like the bee.,yellow,ROOT
10720201186,"yeah, that's too big for your -- mouth I think.",big,ROOT
10720300222,that's a lot easier to do it that way huh?,easier,ROOT
10720300552,ok I'm going to look for a couple things in your drawers while I'm -- in here.,ok,ROOT
10720300714,it's a bit heavy.,heavy,ROOT
10720300715,it's a bit heavy to be dragging around isn't it?,heavy,ROOT
10720300851,it's easier just to turn it up+side down.,easier,ROOT
10720301134,these are good for babies.,good,ROOT
10720301200,this is a little bit hot.,hot,ROOT
10720301208,this is a little -- a little bit hot babe.,little,ROOT
10720301246,yeah they're kind of hard to get on a spoon aren't they?,hard,ROOT
10720301249,Easier with your fingers I think right?,easier,ROOT
10720301348,that's rather big for babies.,big,ROOT
10720400911,"""the tree was too big for our house.""",big,ROOT
10720400920,"""that tree is too big for our house.""",big,ROOT
10720401302,I'll be right back with a scissor.,right,ROOT
10720401428,it's a little bit difficult.,difficult,ROOT
10720401788,it's a little bit small for you.,small,ROOT
10720401791,it's a little bit small for you.,small,ROOT
10720500076,that's pretty good for bottles.,good,ROOT
10720500427,"oh, that's the mom ok.",ok,ROOT
10720500972,"it's a little, little toy, ok.",little,ROOT
10720501299,and um -- this grill cheese is almost ready.,ready,ROOT
10720600390,it's just rough because it's supposed to be a road.,rough,ROOT
10720600630,ok then I'm going to show you a p@l because you know which one is p@l.,ok,ROOT
10720600683,this is m@l like monkey.,m@l,ROOT
10720601029,that's really big just watch your finger in there.,big,ROOT
10720700084,they are on -- all over the floor.,on,ROOT
10720701068,and now they're as tall as your tummy I think.,tall,ROOT
10720800110,and it's green so that's probably land.,green,ROOT
10720800341,ok this is a bottom piece.,ok,ROOT
10720800707,it was right down toward the bottom there.,right,ROOT
10720800822,oh Buzz and I'm not sure who this first one is.,sure,ROOT
10720900240,ok you do these blocks.,ok,ROOT
10720900763,"ok, but don't put your fingers in there.",ok,ROOT
10721000516,"it's onion, but it tastes sweet in that salad.",onion,ROOT
10721000522,actually this is too hot to eat so why don't you start -- why don't you finish this and let this cool for a second.,hot,ROOT
10721000640,it's hard to do one eye at a time right?,hard,ROOT
10721000644,it's hard to do only one eye.,hard,ROOT
10721000751,alright then why don't we go in the playroom.,alright,ROOT
10721000802,it would be better if we put the bigger things --,better,ROOT
10721000977,with his feet bound by the unnatural under growth.,bound,ROOT
10721000979,his feet are stuck in the plants.,stuck,ROOT
10721000980,"with his feet bound by the unnatural undergrowth, however, Flash can't move an inch.",bound,ROOT
10721001005,so this must be his green -- his emerald green and maybe that's the source of his power.,green,ROOT
10721100088,"ok, but it's going to take a while to dry so I don't want anyone to step on it.",ok,ROOT
10721100244,it's a little bit too hot to eat.,hot,ROOT
10721100530,I'm not sure where that one goes.,sure,ROOT
10721100733,you ought to be able to find this one with part of his body right there.,able,ROOT
10721100849,it's the same as brontosaurus.,same,ROOT
10721200014,oh boy are you lucky.,lucky,ROOT
10721200020,my glasses are really dirty.,dirty,ROOT
10721200099,"ok if the picture card does not match or rhyme, you show the card to the rest of the players and return it to the board.",ok,ROOT
10721200114,this is -- this is more complicated than chutes and ladders.,complicated,ROOT
10721200149,"so this is kind of like memory game Peek@n, ok?",kind,ROOT
10721200335,ok put it back in the middle.,ok,ROOT
10721200429,um ok so now you have three cards and now I think --,ok,ROOT
10721200438,so if -- if -- if we turn over one of these green eggs and ham.,if,ROOT
10721200936,things like that are really small and I want them to be really small.,small,ROOT
10730100449,is daddy skinny or what?,skinny,ROOT
10730100628,my little boogie+oogie.,oogie,ROOT
10730100658,that's too tight in the chest?,tight,ROOT
10730200169,which one costs more on the next one?,more,ROOT
10730200379,you ready ma?,ready,ROOT
10730200708,that's sexy that baby.,sexy,ROOT
10730200911,you ready for a nap?,ready,ROOT
10730300935,ok I'll try that one.,ok,ROOT
10730400021,it's hungry the baby.,hungry,ROOT
10730400500,is it cold in here ma?,cold,ROOT
10730501338,"""the snowy day is just right for making a snow+man.""",right,ROOT
10730501446,my leg's broke.,broke,ROOT
10730501447,my leg's broke.,broke,ROOT
10730501596,you better be happy with that one.,happy,ROOT
10730601483,and today you're being good.,good,ROOT
10730700088,all right,right,ROOT
10730800896,these are some weird looking french+fries.,weird,ROOT
10730800975,"ah, the matching leather case ### expensive.",expensive,ROOT
10730801264,no my perfumes are really dusty.,dusty,ROOT
10730900953,I'm so glad that all the windows are open.,glad,ROOT
10731100517,Justin@n now be careful with that if you throw that and hit your mother-'s car --,careful,ROOT
10731200069,oh my baby was so little.,little,ROOT
10731200408,that's your daughter right?,right,ROOT
10740200199,that baby's not that much younger than you are.,younger,ROOT
10740200393,are you sure you want a snack?,sure,ROOT
10740200446,you won't be able to grab it ###.,able,ROOT
10740200492,is that better than broccoli?,better,ROOT
10740200756,"""when they returned to their tents without meat Nephi was surprised that his father Lehi was also worried.""",surprised,ROOT
10740200759,"""at those times Lehi had been the first to remember that the Lord would help them.""",first,ROOT
10740400990,not in your mouth sweetie.,sweetie,ROOT
10740401242,"""the house was small and there were lots of kids playing in the yard.""",small,ROOT
10740401245,"""he sure loved kids.""",sure,ROOT
10740401271,"""he was so small that mom said he could sleep in my room.""",small,ROOT
10740401435,Gabby what's wrong with your shirt?,wrong,ROOT
10740500126,ok I'm going to draw shoes on the bear.,ok,ROOT
10740500143,this is kind of a messy one.,kind,ROOT
10740500456,you're awfully quiet this morning.,quiet,ROOT
10740500683,ok when you're done with it put it up on the table so it doesn't spill all over the floor please.,ok,ROOT
10740600072,it's not nice to spit these out.,nice,ROOT
10740600721,I'm busy building your tower.,busy,ROOT
10740600751,your sister is awake too.,awake,ROOT
10740601389,this is straight from the refrigerator.,straight,ROOT
10740601408,"wow, ###, ok.",ok,ROOT
10740601482,that's just funny because I don't see any dress on Bobo right now.,funny,ROOT
10740700570,these are a little bit dangerous.,dangerous,ROOT
10740700693,Gabby are you hot in your frog?,hot,ROOT
10740700790,besides you're a little bit small for these.,small,ROOT
10740700838,it's a little bit cold still.,cold,ROOT
10740700854,and just like you get first pick if you want this one Gabby gets first pick -- If she wants the other one.,pick,ROOT
10740800193,you guys are silly.,silly,ROOT
10740800308,ok you peel for a little while and then Bo gets to peel for a little while ok?,ok,ROOT
10740800342,it's ok if you can't get the ends.,ok,ROOT
10740800439,it's ok if you leave a little bit on.,ok,ROOT
10740800440,it's not that big of a deal.,big,ROOT
10740800502,"oh my goodness Gabby, you're hungry.",hungry,ROOT
10740800558,ok right now we're having carrots for snacks ok?,ok,ROOT
10740800574,she's not too little to eat the little ones.,little,ROOT
10740801345,it's easy to change a diaper laying down.,easy,ROOT
10740900598,that box has been good only to you.,good,ROOT
10740900886,next year she'll be sixty.,sixty,ROOT
10740900947,it's kind of warm today.,warm,ROOT
10740901011,well the same like month and day.,same,ROOT
10740901045,uh he's too little to go in a wagon.,little,ROOT
10740901321,are you guys thirsty.,thirsty,ROOT
10741000112,it's not good for him to touch the lights either.,good,ROOT
10741000239,that's good for hanging ornaments.,good,ROOT
10741000463,ok you want to get strike one?,ok,ROOT
10741001185,it's actually better to blow your nose Gabby.,better,ROOT
10741001280,ok I'll se the timer for --,ok,ROOT
10741001644,"well, when I first get in the water it's clean.",clean,ROOT
10741001646,and then when I get out of the water it's all dirty from the dirty water.,dirty,ROOT
10741100139,because you're kind of wild.,kind,ROOT
10741100145,"ok if you can't stop running in a little bit and not so fast then we're going to have to go outside, ok?",ok,ROOT
10741100242,you have to wait until the light is green at the bottom.,green,ROOT
10741100556,"it's ok to talk to Kevin@n a little bit, but it's not ok to push him or pull on his clothes and stuff like that.",ok,ROOT
10741100679,it was in the -- right over here by the door.,right,ROOT
10741100727,"Gabby@n, you're kind of nutso today.",kind,ROOT
10741100898,he might even be able to just stand in the door.,able,ROOT
10741200107,are you a little bit tired from school?,tired,ROOT
10741200315,"if you spill your juice like you do every day, there won't be anymore, ok?",ok,ROOT
10741200418,your napkin's right here sweetie.,sweetie,ROOT
10741200886,now you guys can be crazy.,crazy,ROOT
10741201126,I'm sorry I broke your lawn mower.,sorry,ROOT
10741201174,it's kind of half rotten.,rotten,ROOT
10741201543,for a birth+day present or a Christmas present.,present,ROOT
10741201606,are you ready for bubbles?,ready,ROOT
10741201699,"if I'm going to show you you got to just be a little bit calm, ok?",ok,ROOT
10741201759,it's ok to be a little rough sometimes but it's not ok to kick.,ok,ROOT
10741201760,"that's like a little bit too much, ok?",much,ROOT
10741201810,not so close to Huckle@n-'s head.,close,ROOT
10741201817,it's light enough.,enough,ROOT
10741201860,alright and then you take this part and then you -- and then you make another lip and do it like that.,alright,ROOT
10741201893,ok but when you swing it like that you got to swing it so it touches the ground.,ok,ROOT
10750100246,what's th -- that's an apple.,th,ROOT
10750100497,"""but he was ne -- he never played with the other fish.""",ne,ROOT
10750100579,this is -- this is kind of a finnicky toy Joe.,kind,ROOT
10750101100,ok you going to build a big tower right on here?,ok,ROOT
10750101136,here's some more of your books Joe.,more,ROOT
10750101168,"""what's warm and wiggly under the fluffy towel?""",warm,ROOT
10750101195,"""who's all wet and slippery under the shower curtain?""",wet,ROOT
10750101214,"""now with her spots all shiney and new she had a cup of coffee or two.""",shiney,ROOT
10750101327,and this is j@l for jaguar.,j@l,ROOT
10750101328,that's kind of a weird one.,kind,ROOT
10750101340,it's o@l for ox.,o@l,ROOT
10750101364,"""teddy+bear, teddy+bear touch the ground.""",bear,ROOT
10750101394,"careful with this one honey, it's not a board book.",careful,ROOT
10750101506,you're so good at sharing.,good,ROOT
10750101581,they're kind of hard to chew with a lot.,hard,ROOT
10750101863,be careful Joe you're going to the floor.,careful,ROOT
10750101887,"""on the day of his party Corduroy is busy getting ready.""",busy,ROOT
10750101948,be careful of the tools honey.,careful,ROOT
10750200576,who's the first peek+a+boo?,first,ROOT
10750200602,"oh, is it soft on your cheek?",soft,ROOT
10750200852,you are being awfully quiet this morning honey.,quiet,ROOT
10750201675,if you drop them all on purpose they'll be all gone.,gone,ROOT
10750202096,are you ready honey?,ready,ROOT
10750202427,ok throw it back to mom.,ok,ROOT
10750300139,you ready for another one?,ready,ROOT
10750300297,"""on the day of his party Corduroy is busy getting ready.""",busy,ROOT
10750300490,"""she was busy spinning her web.""",busy,ROOT
10750300504,"""she was very busy spinning her web.""",busy,ROOT
10750300518,"""she was busy spinning her web.""",busy,ROOT
10750300533,"""she was very busy spinning her web.""",busy,ROOT
10750300682,you're just busy chugging your milk huh?,busy,ROOT
10750300852,I'm afraid you're going to hit the wall.,afraid,ROOT
10750301013,this is kind of a silly one.,kind,ROOT
10750301277,are you ready to go to sleep honey?,ready,ROOT
10750301311,the dogs are quiet this time.,quiet,ROOT
10750301430,ok it's Katie's book.,ok,ROOT
10750301615,be careful of your stack of books honey.,careful,ROOT
10750400032,are you ready honey?,ready,ROOT
10750400708,this is kind of a loud toy isn't it?,kind,ROOT
10750401224,the same -- do you have two of the same book?,same,ROOT
10750401472,"""ok I'll get my coat said Tony.""",ok,ROOT
10750401562,are you sure honey?,sure,ROOT
10750401983,that's m@l for Mr_Miller the mail+man.,m@l,ROOT
10750402216,for sure the doggy one and what else?,sure,ROOT
10750402474,"yeah, this is kind of a hard one honey.",kind,ROOT
10750402840,if you find the yellow ones on the other side they're blue.,blue,ROOT
10750402842,"yep, the other side of the yellow ones are blue.",blue,ROOT
10750403153,Fourtyeight blocks is not enough.,enough,ROOT
10750500015,fingers out of your mouth ok?,ok,ROOT
10750500049,you were just too tired because you got up too much last night.,tired,ROOT
10750500120,"sure, you want to play games or puzzles or what?",sure,ROOT
10750500331,ok you go put it in the garbage.,ok,ROOT
10750500679,you are good at puzzles Joe.,good,ROOT
10750500846,are you sure you want to do this one?,sure,ROOT
10750501051,"ok, first we need a yellow one.",ok,ROOT
10750501322,that's z@l for zebra.,z@l,ROOT
10750501485,"ok, while you take that apart I'll clean up the elephant puzzle on the floor, ok.",ok,ROOT
10750501688,"uh, I'm not sure where that one goes.",sure,ROOT
10750600091,this one in your hand is red.,red,ROOT
10750600306,"ok, and you have the blues.",ok,ROOT
10750600475,sure I'll stick my finger in there.,sure,ROOT
10750600479,my finger's too big.,big,ROOT
10750600510,keep building it until the tower is bigger than Joe.,bigger,ROOT
10750600519,"ok, is it taller than Jo_Jo yet?",taller,ROOT
10750600734,it's almost tall as the ceiling.,tall,ROOT
10750600737,wouldn't that be silly if it reached the ceiling?,silly,ROOT
10750601540,what else on that page is red?,red,ROOT
10750601543,what on this page is red?,red,ROOT
10750601599,"oh sure, we always have bananas.",sure,ROOT
10750601633,"ok, please be more gentle on your book so you don't break it.",gentle,ROOT
10750601684,"sure, everybody likes ice+cream.",sure,ROOT
10750601834,Katie'll be sad that your making Barbie's hair black instead of blond.,sad,ROOT
10750601873,how about some pink or red for her lips?,pink,ROOT
10750601941,"sure, I'll --",sure,ROOT
10750602025,"well, your shirt's green and blue and that crayon is black but it's pretty close.",green,ROOT
10750602196,"worms are kind of yucky I think, yep.",kind,ROOT
10750602807,I'm still tired from our drive Joe.,tired,ROOT
10750602835,"ok, than you need more blocks.",ok,ROOT
10750602970,Joe are you hungry for a little snack?,hungry,ROOT
10750603084,"how's your snack honey, good?",good,ROOT
10750603201,I'm sure poor Kevin is tired of the blocks honey.,sure,ROOT
10750603212,"in a couple minutes when the movies over, ok?",ok,ROOT
10750603279,and whose room is next to your room upstairs?,next,ROOT
10750700016,and then we won't be able to play all these other things and play your barnyard.,able,ROOT
10750700060,all right I'm picking -- I'm picking this one.,right,ROOT
10750700068,it's close to mommy.,close,ROOT
10750700130,it's right by your fingers.,right,ROOT
10750700607,"blowing out his bubbles, good.",good,ROOT
10750700613,same as a stop sign.,same,ROOT
10750700630,"yellow, and what other colors do you see?",yellow,ROOT
10750700637,"good, how about his cheeks?",good,ROOT
10750700996,what's m@l for honey?,m@l,ROOT
10750701047,"ok, and you pick another one that you like in here.",ok,ROOT
10750701180,that's q@l for queen.,q@l,ROOT
10750701200,that's t@l for trouble.,t@l,ROOT
10750701240,oh that's h@l for house.,h@l,ROOT
10750701250,that's e@l for elephant.,e@l,ROOT
10750701307,that's w@l for wagon.,w@l,ROOT
10750701366,"just be careful of my coffee, ok?",careful,ROOT
10750701560,we are a bit confused aren't we?,confused,ROOT
10750701604,"all right, now we're in business.",right,ROOT
10750701989,"ok, and then this is probably the corner piece then.",ok,ROOT
10750702137,"ok, that -- I bet you this is the next one.",ok,ROOT
10750702209,"ok, but we still need that corner.",ok,ROOT
10750702424,yeah is his fur soft?,soft,ROOT
10750703458,that's kind of cool huh?,kind,ROOT
10750703527,I'm sure it's either in your room or at Auntie_Joyce's house.,sure,ROOT
10750703548,the one they gave us was white.,white,ROOT
10750800162,"yeah, she's much more glamorous then your mommy though.",glamorous,ROOT
10750800267,El arbol -- el arbol is tree.,tree,ROOT
10750800723,this is better for bed time.,better,ROOT
10750800866,what's wrong with this blue?,wrong,ROOT
10750800874,"ok, and I'll make some little stars here.",ok,ROOT
10750800924,I'm not very good at people.,good,ROOT
10750801070,it's a little bit different green.,green,ROOT
10750801125,Usually honey your bottom is sitting on your seat and your legs are hanging out.,honey,ROOT
10750801235,"ok, first we have to put away the markers.",ok,ROOT
10750801262,Usually the sun's yellow but you can make it whatever color you want.,yellow,ROOT
10750801403,oh it's full you have to pick another one.,full,ROOT
10750801782,right now honey you don't have a bridge.,honey,ROOT
10750802005,ok are you building stairs or are you building a wall?,ok,ROOT
10750802097,ok I have to get a mitt honey.,ok,ROOT
10750802106,all right,right,ROOT
10750802213,all right,right,ROOT
10750802274,ooh that bat's heavy for you isn't it?,heavy,ROOT
10750802352,ok where's -- where do you have the ball?,ok,ROOT
10750802390,ok we're -- which way you going?,ok,ROOT
10750802398,it's hard to do isn't it honey?,hard,ROOT
10750802414,ok if you don't want to play golf let's put the clubs away and pick up the balls ok?,ok,ROOT
10750802469,ok bring me then bucket and the sand.,ok,ROOT
10750802517,that's enough to make golf ball pie?,enough,ROOT
10750802660,hmm Joe you're much better on that then last summer huh?,better,ROOT
10750802731,sure I can push you in your tire swing.,sure,ROOT
10750802860,ok I'm coming honey.,ok,ROOT
10750803032,"ok, you're -- you're rake is better for that then mine.",better,ROOT
10750803094,that's kind of cool huh?,kind,ROOT
10750803187,hey Joe are you excited for this week+end?,excited,ROOT
10750803234,ok what do you hear honey?,ok,ROOT
10750900310,is that more of this guy?,more,ROOT
10750900481,oh my gosh we dropped a bunch of them huh?,gosh,ROOT
10750900765,you're right that does go with all those baby dinios.,right,ROOT
10750900863,you're sure making lots of dinosaur noises.,sure,ROOT
10750901079,no you're not old enough for that honey.,enough,ROOT
10750901365,it's hard to win the game when you're going backwards.,hard,ROOT
10750901609,I'm -- I'm ready to be finished with sorry.,ready,ROOT
10750901631,yeah they are a bit sunny huh?,sunny,ROOT
10750901759,"""bull ant was grumpy.""",grumpy,ROOT
10750901974,"""and his ears were very very big.""",big,ROOT
10750902048,"""the funny bunnies were very happy to see him.""",happy,ROOT
10750902049,"""pj was very happy to see them.""",happy,ROOT
10750902053,"""he was so happy to be a bunny again he did not care that his ears were very big.""",happy,ROOT
10750902069,my eyes are all itchy.,itchy,ROOT
10750902072,you ready honey?,ready,ROOT
10750902129,that's bad for the drawer.,bad,ROOT
10750902270,ok you could have that one.,ok,ROOT
10750902324,good you're getting the idea of this.,good,ROOT
10750903055,you're full of static.,full,ROOT
10751000013,"Through, the little books are right in here.",right,ROOT
10751000399,"right, ok, so -- here's number six and look what letter it's on, honey.",ok,ROOT
10751000527,"and that's letter i@l, ok?",i@l,ROOT
10751000570,"no, that can't be right because that one was already on e@l.",right,ROOT
10751000971,"this is a little hard for you I think, honey.",hard,ROOT
10751000978,"this is -- this one's a little hard for you, honey.",hard,ROOT
10751001114,"honey, your boogies are really bad.",bad,ROOT
10751001174,"good, that's a good one for you.",good,ROOT
10751001237,"ok, and try not to let your hand touch, honey.",ok,ROOT
10751001395,that's n@l for nest.,n@l,ROOT
10751001399,"that's o@l, honey.",o@l,ROOT
10751001428,"what else is o@l for, honey?",o@l,ROOT
10751001850,"happy second birth+day, Joe.",happy,ROOT
10751001881,"that's Buzz_Lightyear, honey.",buzz_lightyear,ROOT
10751002033,she wasn't even sure what a baby was.,sure,ROOT
10751002126,"he and Lady were busy watching over Jim_Dear, Darling and their baby.",busy,ROOT
10751002168,Kaa was hungry and thought Mowgli would make a tasty morsel.,hungry,ROOT
10751002208,"um -- so as they floated lazily downstream, a pack of monkeys watched them from the trees.",downstream,ROOT
10751002214,Mowgli was upset when Baloo told him it was time to return to the man village.,upset,ROOT
10751002251,"they were sad to see their friend leave, but it was for the best.",sad,ROOT
10751002252,Mowgli would be safe at home at last.,safe,ROOT
10751002292,"Incredibles is too hard for you, honey.",hard,ROOT
10751002356,"ooh, Joe, we might not be able to do this, honey.",able,ROOT
10751002370,you're good at Shape_Shop.,good,ROOT
10751002411,"hey Joe, this would be good for you for the car when we go to Michigan, huh?",good,ROOT
10751002525,"it's always good to have a lady+bug on your farm, huh?",good,ROOT
10751002705,"that's more for Danny and Katie 's level, ok?",more,ROOT
10751002724,I'm sure Kevin probably does have a game for later.,sure,ROOT
10751002741,"I'm so glad, honey.",glad,ROOT
10751002761,"ok, and you have to give me all of the edges, ok?",ok,ROOT
10751002921,"oh, Joe, this one's harder than I remember.",harder,ROOT
10751002923,it's easy once you get the edges done but --,easy,ROOT
10751100167,while her mom and dad are gone.,gone,ROOT
10751100296,the shark piece is gone.,gone,ROOT
10751100322,"are you ready to go, hon?",ready,ROOT
10751100891,"ok, and that guy turns into a rexie.",ok,ROOT
10751101229,"yeah, he's pretty good at that game.",good,ROOT
10751101245,"that's a pretty color green, isn't it.",green,ROOT
10751101268,the wipe+off books are nice.,nice,ROOT
10751101269,"they're good for -- the car, when you're traveling --",good,ROOT
10751101483,what kind of soda is green?,green,ROOT
10751101607,so you're more interested in coloring.,interested,ROOT
10751102521,"oh, his last name is the same as yours.",same,ROOT
10751102524,"sure, he lives in our family.",sure,ROOT
10751102796,"you sure are good at these puzzles, huh?",sure,ROOT
10751200100,you're a little -- you're still a little young for telling time.,little,ROOT
10751200106,"honey, this one's a little --",little,ROOT
10751200110,"that's more like first+grade, honey, before you learn that, ok?",like,ROOT
10751200156,"is it q@l, or z@l?",q@l,ROOT
10751200169,it's easier if they're in the beginning of the word.,easier,ROOT
10751200170,the middle of the word is hard for you.,hard,ROOT
10751200289,this one you would be great at.,great,ROOT
10751200307,"is it l@l, or p@l?",l@l,ROOT
10751200426,"good, you're good -- doing a good job of knowing which number to press, honey.",good,ROOT
10751200428,"good, which number of those shows nine?",good,ROOT
10751200454,why is your voice so deep?,deep,ROOT
10751200472,you're ok with opposites.,ok,ROOT
10751200571,"is it caterpillar, flower, or spider+web?",caterpillar,ROOT
10751200607,"ok, are you tired of this game?",tired,ROOT
10751200674,"ok, but we'll put these cards, the ones we did?",ok,ROOT
10751200712,"ok, and remember, Joe@n, you can only go -- just on the black squares, ok?",ok,ROOT
10751200841,this guy is gone no matter what you do.,gone,ROOT
10751201018,"if I move this guy, he's safe, but that means you're going to get this guy.",safe,ROOT
10751201019,"if I move this guy, he's safe, but then you'll get this guy.",safe,ROOT
10751201144,"ok, and -- your guy is now a rex.",ok,ROOT
10751201308,"good, that goes in boy.",good,ROOT
10751201428,that's letter i@l.,i@l,ROOT
10751201448,"exactly, it's q@l for queen.",q@l,ROOT
10751201864,"dry -- dry them on your jeans, ok?",dry,ROOT
10751201901,that's v@l like as in violin.,like,ROOT
10751201941,"well, that's r@l for arcade, honey.",r@l,ROOT
10751202294,"oh, you're right, we did need one in apples.",right,ROOT
10751202363,"ok, but put this at the top of bicycle while you're at it.",ok,ROOT
10751202375,"ok, and then the only things we have left uncovered --",ok,ROOT
10751202772,"good, what letter is that?",good,ROOT
10751202834,you were only three years old there.,old,ROOT
10751202878,she was right in her tummy!,right,ROOT
10751202921,"alright, but I'm not so good at the insides.",alright,ROOT
10751202924,I'm terrible at the insides.,terrible,ROOT
10751202925,you're good at the insides.,good,ROOT
10751202926,"I'm good at the edges, usually.",good,ROOT
10751203146,I'm not as good at puzzles as you are.,good,ROOT
10751203212,"if you do not want to do this puzzle, I am happy to clean it up.",happy,ROOT
10751203469,"ok, and this one has to have a white one sticking out of the top.",ok,ROOT
10760100455,"""how happy I would be with a little girl with lips as red as blood and skin as white as snow and hair as black as ebony thought the queen.""",happy,ROOT
10760100592,"oh, the poor rabbit was stuck in a trap.",stuck,ROOT
10760100754,your head ok?,ok,ROOT
10760301849,ok I'm going to put the ball away.,ok,ROOT
10760400928,Noah be nice and eat your food ok?,nice,ROOT
10770100293,your dada sick.,sick,ROOT
10770100316,what's wrong with the tv?,wrong,ROOT
10770200047,this shirt's soaking wet.,wet,ROOT
10770300002,my watch must be slow.,slow,ROOT
10770600616,"what is wrong with you, girl.",wrong,ROOT
10770700128,you ready eat your food?,ready,ROOT
10771000675,you ready to put some clothes on?,ready,ROOT
10771200750,you better not mess up that room.,better,ROOT
10780100016,are you hungry for breakfast?,hungry,ROOT
10780100027,"that's good, good cereal, hmm?",good,ROOT
10780100203,"you must not be very hungry today honey, huh?",hungry,ROOT
10780100373,that's a green and a blue one.,green,ROOT
10780100773,"is that big, yellow school bus going by?",big,ROOT
10780100984,"that's enough of that book, huh?",enough,ROOT
10780101178,the stacking part's hard.,hard,ROOT
10780101296,"mommy will be right back, I'm almost done, I've got to just rinse these dishes off.",right,ROOT
10780200137,it's not good for your teeth.,good,ROOT
10780200150,Nicholas are you thirsty?,thirsty,ROOT
10780200427,### this page all wet when you sneezed.,wet,ROOT
10780200660,that's a little -- that's the brother chick.,little,ROOT
10780200888,this the red -- this is the red star.,red,ROOT
10780300003,ok you play with your cars.,ok,ROOT
10780300005,I'll be right back with breakfast.,right,ROOT
10780300075,Nicholas are you still hungry?,hungry,ROOT
10780300190,this one is not safe for the baby.,safe,ROOT
10780300477,that's a little -- a pin.,little,ROOT
10780300687,and these are stars right?,right,ROOT
10780300776,ok we got a barnyard.,ok,ROOT
10780400318,like my excavator's purple.,purple,ROOT
10780400468,"circles are very hard to make, aren't they?",hard,ROOT
10780400669,mommy's too tired for any more riding.,tired,ROOT
10780400717,you are cranky because you didn't have a nap!,cranky,ROOT
10780400720,aren't you cranky because you didn't have a nap?,cranky,ROOT
10780400751,are you thirsty for your milk?,thirsty,ROOT
10780400759,you -- are cranky because you didn't take your nap today.,cranky,ROOT
10780400870,uh -- front wind+shield.,uh,ROOT
10780400893,that's a little -- that's a little dump truck.,little,ROOT
10780400911,we unscramble these words.,unscramble,ROOT
10780500480,you're allergic to cheese.,allergic,ROOT
10780500710,that's f@l for fff.,f@l,ROOT
10780500908,that's the color black.,black,ROOT
